Sample,Trigger,burst/period_cnt,burst/FIBER_AOM_TTL_tem,burst/TTL_tem,core/lock,burst/state,burst/bst_cnt,core/BST_NUM,burst/BST_NUM_reg,core/BST_PERIOD,burst/BST_PERIOD_reg
990,0,0000000000001000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
991,0,0000000000001001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
992,0,0000000000001001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
993,0,0000000000001001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
994,0,0000000000001010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
995,0,0000000000001010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
996,0,0000000000001011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
997,0,0000000000001011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
998,0,0000000000001011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
999,0,0000000000001100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1000,0,0000000000001100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1001,0,0000000000001100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1002,0,0000000000001101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1003,0,0000000000001101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1004,0,0000000000001101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1005,0,0000000000001110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1006,0,0000000000001110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1007,0,0000000000001111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1008,0,0000000000001111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1009,0,0000000000001111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1010,0,0000000000010000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1011,0,0000000000010000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1012,0,0000000000010000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1013,0,0000000000010001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1014,0,0000000000010001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1015,0,0000000000010001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1016,0,0000000000010010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1017,0,0000000000010010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1018,0,0000000000010011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1019,0,0000000000010011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1020,0,0000000000010011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1021,0,0000000000010100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1022,0,0000000000010100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1023,0,0000000000010100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1024,0,0000000000010101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1025,0,0000000000010101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1026,0,0000000000010101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1027,0,0000000000010110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1028,0,0000000000010110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1029,0,0000000000010111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1030,0,0000000000010111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1031,0,0000000000010111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1032,0,0000000000011000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1033,0,0000000000011000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1034,0,0000000000011000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1035,0,0000000000011001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1036,0,0000000000011001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1037,0,0000000000011001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1038,0,0000000000011010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1039,0,0000000000011010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1040,0,0000000000011011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1041,0,0000000000011011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1042,0,0000000000011011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1043,0,0000000000011100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1044,0,0000000000011100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1045,0,0000000000011100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1046,0,0000000000011101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1047,0,0000000000011101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1048,0,0000000000011101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1049,0,0000000000011110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1050,0,0000000000011110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1051,0,0000000000011110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1052,0,0000000000011111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1053,0,0000000000011111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1054,0,0000000000100000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1055,0,0000000000100000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1056,0,0000000000100000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1057,0,0000000000100001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1058,0,0000000000100001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1059,0,0000000000100001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1060,0,0000000000100010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1061,0,0000000000100010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1062,0,0000000000100010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1063,0,0000000000100011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1064,0,0000000000100011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1065,0,0000000000100100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1066,0,0000000000100100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1067,0,0000000000100100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1068,0,0000000000100101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1069,0,0000000000100101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1070,0,0000000000100101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1071,0,0000000000100110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1072,0,0000000000100110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1073,0,0000000000100110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1074,0,0000000000100111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1075,0,0000000000100111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1076,0,0000000000101000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1077,0,0000000000101000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1078,0,0000000000101000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1079,0,0000000000101001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1080,0,0000000000101001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1081,0,0000000000101001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1082,0,0000000000101010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1083,0,0000000000101010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1084,0,0000000000101010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1085,0,0000000000101011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1086,0,0000000000101011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1087,0,0000000000101100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1088,0,0000000000101100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1089,0,0000000000101100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1090,0,0000000000101101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1091,0,0000000000101101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1092,0,0000000000101101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1093,0,0000000000101110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1094,0,0000000000101110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1095,0,0000000000101110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1096,0,0000000000101111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1097,0,0000000000101111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1098,0,0000000000110000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1099,0,0000000000110000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1100,0,0000000000110000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1101,0,0000000000110001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1102,0,0000000000110001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1103,0,0000000000110001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1104,0,0000000000110010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1105,0,0000000000110010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1106,0,0000000000110010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1107,0,0000000000110011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1108,0,0000000000110011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1109,0,0000000000110100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1110,0,0000000000110100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1111,0,0000000000110100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1112,0,0000000000110101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1113,0,0000000000110101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1114,0,0000000000110101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1115,0,0000000000110110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1116,0,0000000000110110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1117,0,0000000000110110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1118,0,0000000000110111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1119,0,0000000000110111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1120,0,0000000000111000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1121,0,0000000000111000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1122,0,0000000000111000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1123,0,0000000000111001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1124,0,0000000000111001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1125,0,0000000000111001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1126,0,0000000000111010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1127,0,0000000000111010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1128,0,0000000000111010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1129,0,0000000000111011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1130,0,0000000000111011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1131,0,0000000000111100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1132,0,0000000000111100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1133,0,0000000000111100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1134,0,0000000000111101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1135,0,0000000000111101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1136,0,0000000000111101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1137,0,0000000000111110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1138,0,0000000000111110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1139,0,0000000000111110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1140,0,0000000000111111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1141,0,0000000000111111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1142,0,0000000001000000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1143,0,0000000001000000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1144,0,0000000001000000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1145,0,0000000001000001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1146,0,0000000001000001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1147,0,0000000001000001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1148,0,0000000001000010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1149,0,0000000001000010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1150,0,0000000001000010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1151,0,0000000001000011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1152,0,0000000001000011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1153,0,0000000001000101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1154,0,0000000001000100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1155,0,0000000001000100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1156,0,0000000001000101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1157,0,0000000001000101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1158,0,0000000001000101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1159,0,0000000001000110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1160,0,0000000001000110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1161,0,0000000001000110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1162,0,0000000001000111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1163,0,0000000001000111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1164,0,0000000001000011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1165,0,0000000001001000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1166,0,0000000001001000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1167,0,0000000001001001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1168,0,0000000001001001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1169,0,0000000001001001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1170,0,0000000001001010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1171,0,0000000001001010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1172,0,0000000001001010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1173,0,0000000001001011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1174,0,0000000001001011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1175,0,0000000001001011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1176,0,0000000001001100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1177,0,0000000001001100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1178,0,0000000001001101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1179,0,0000000001001101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1180,0,0000000001001101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1181,0,0000000001001110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1182,0,0000000001001110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1183,0,0000000001001110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1184,0,0000000001001111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1185,0,0000000001001111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1186,0,0000000001011111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1187,0,0000000001010000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1188,0,0000000001010000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1189,0,0000000001010001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1190,0,0000000001010001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1191,0,0000000001010001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1192,0,0000000001010010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1193,0,0000000001010010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1194,0,0000000001010010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1195,0,0000000001010011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1196,0,0000000001010011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1197,0,0000000001010011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1198,0,0000000001010100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1199,0,0000000001010100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1200,0,0000000001010101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1201,0,0000000001010101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1202,0,0000000001010101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1203,0,0000000001010110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1204,0,0000000001010110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1205,0,0000000001010110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1206,0,0000000001010111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1207,0,0000000001010111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1208,0,0000000001010111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1209,0,0000000001011000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1210,0,0000000001011000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1211,0,0000000001011001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1212,0,0000000001011001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1213,0,0000000001011001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1214,0,0000000001011010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1215,0,0000000001011010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1216,0,0000000001011010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1217,0,0000000001011011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1218,0,0000000001011011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1219,0,0000000001011011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1220,0,0000000001011100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1221,0,0000000001011100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1222,0,0000000001011101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1223,0,0000000001011101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1224,0,0000000001011101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1225,0,0000000001011110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1226,0,0000000001011110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1227,0,0000000001011110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1228,0,0000000001011111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1229,0,0000000001011111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1230,0,0000000001011111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1231,0,0000000001100000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1232,0,0000000001100000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1233,0,0000000001100001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1234,0,0000000001100001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1235,0,0000000001100001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1236,0,0000000001100010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1237,0,0000000001100010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1238,0,0000000001100010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1239,0,0000000001100011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1240,0,0000000001100011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1241,0,0000000001100011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1242,0,0000000001100100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1243,0,0000000001100100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1244,0,0000000001100101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1245,0,0000000001100101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1246,0,0000000001100101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1247,0,0000000001100110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1248,0,0000000001100110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1249,0,0000000001100110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1250,0,0000000001100111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1251,0,0000000001100111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1252,0,0000000001100111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1253,0,0000000001101000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1254,0,0000000001101000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1255,0,0000000001101001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1256,0,0000000001101001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1257,0,0000000001101001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1258,0,0000000001101010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1259,0,0000000001101010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1260,0,0000000001101010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1261,0,0000000001101011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1262,0,0000000001101011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1263,0,0000000001101011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1264,0,0000000001101100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1265,0,0000000001101100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1266,0,0000000001101100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1267,0,0000000001101101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1268,0,0000000001101101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1269,0,0000000001101110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1270,0,0000000001101110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1271,0,0000000001101110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1272,0,0000000001101111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1273,0,0000000001101111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1274,0,0000000001101111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1275,0,0000000001110000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1276,0,0000000001110000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1277,0,0000000001110000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1278,0,0000000001110001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1279,0,0000000001110001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1280,0,0000000001110010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1281,0,0000000001110010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1282,0,0000000001110010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1283,0,0000000001110011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1284,0,0000000001110011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1285,0,0000000001110011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1286,0,0000000001110100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1287,0,0000000001110100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1288,0,0000000001110100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1289,0,0000000001110101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1290,0,0000000001110101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1291,0,0000000001110110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1292,0,0000000001110110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1293,0,0000000001110110,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1294,0,0000000001110111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1295,0,0000000001110111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1296,0,0000000001110111,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1297,0,0000000001111000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1298,0,0000000001111000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1299,0,0000000001111000,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1300,0,0000000001111001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1301,0,0000000001111001,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1302,0,0000000001111010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1303,0,0000000001111010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1304,0,0000000001111010,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1305,0,0000000001111011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1306,0,0000000001111011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1307,0,0000000001111011,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1308,0,0000000001111100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1309,0,0000000001111100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1310,0,0000000001111100,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1311,0,0000000001111101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
1312,0,0000000001111101,0,1,0,101,0000,0000,0000,0000000101101010,0000000101101010
